license_number,business_name,dba_name,dba_registration_city,establishment_address_1,establishment_address_2,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,county,county_lat,county_long,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,license_type,application_status,lic_status,approved_license_type,priority_applicant_type,cultivation_environment,cultivation_tier,establishment_activities,establishment_cultivation_environment,square_footage_establishment,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,CNB_DATE_OF_FINAL_LICENSURE-1,LIC_START_DATE,LIC_EXPIRATION_DATE,COMMENCE_OPERATIONS_DATE,CCCUpdateDate
IL281360,Assured Testing Laboratories LLC,,,300 Potash Hill Rd,Suite A,Tyngsborough,MA,01879,42.664465,-71.419741,Middlesex,42.459085,-71.275566,300 Potash Hill Rd,,Tyngsborough,MA,01879,POINT (-71.275566 42.459085),POINT (-71.419741 42.664465),93 Ward St,Unit 204,Revere,MA,02151,Independent Testing Laboratory,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,10840,12/7/2020,11/15/2021,1/20/2022,10/13/2022,1/28/2022,1/28/2023,,12/19/2022
MR282638,Eskar Arlington LLC,,,21 Broadway Street,,Arlington,MA,02474,42.407648,-71.134718,Middlesex,42.459085,-71.275566,9 Wildwood Road,,Middleton,MA,01949,POINT (-71.275566 42.459085),POINT (-71.134718 42.4076480),9 Wildwood Road,,Middleton,MA,01949,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,2500,4/24/2019,4/15/2020,7/9/2020,6/9/2022,7/14/2022,7/17/2023,7/15/2022,12/19/2022
MR283001,"Commcan, Inc.",,,150 Barney Avenue,,Rehoboth,MA,02769,41.78429,-71.287205,Bristol,41.778329,-71.102131,730 Main Street,Suite 2A,Millis,MA,02054,POINT (-71.102131 41.778329),POINT (-71.287205 41.7842899),730 Main Street,Suite 2A,Millis,MA,02054,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,4000,9/20/2019,2/12/2020,4/9/2020,9/17/2021,7/14/2022,7/17/2023,10/19/2021,12/19/2022
MR282205,"Commcan, Inc.",,,1525 Main Street,,Millis,MA,02054,42.158175,-71.387539,Norfolk,42.199156,-71.15444,1525 Main Street,,Millis,MA,02054,POINT (-71.15444 42.199156),POINT (-71.387539 42.158175),730 Main Street Suite 2A,,MILLIS,MA,02054,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,3000,12/19/2018,4/17/2019,5/30/2019,10/10/2019,7/14/2022,8/3/2023,11/1/2019,12/19/2022
MC281642,"Commcan, Inc.",,,2 Marc Road,,Medway,MA,02053,42.158903,-71.395548,Norfolk,42.199156,-71.15444,2 Marc Road,,Medway,MA,02053,POINT (-71.15444 42.199156),POINT (-71.395548 42.1589030),730 Main Street Suite 2A,,Millis,MA,02054,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,,60000,7/31/2018,11/26/2018,1/24/2019,4/25/2019,2/10/2022,3/13/2023,8/23/2019,12/19/2022
MP281508,"Commcan, Inc.",,,2 Marc Road,,Medway,MA,02053,42.158903,-71.395548,Norfolk,42.199156,-71.15444,2 Marc Road,,Medway,MA,02053,POINT (-71.15444 42.199156),POINT (-71.395548 42.1589030),730 Main Street Suite 2A,,Millis,MA,02054,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,60000,10/11/2018,11/26/2018,1/24/2019,4/25/2019,2/10/2022,3/13/2023,8/23/2019,12/19/2022
IL281279,"ProVerde Laboratories, Inc.","ProVerde Laboratories, Inc.",Milford,420 Fortune Blvd.,,Milford,MA,01757,42.161524,-71.504391,Worcester,42.329642,-71.840209,420 Fortune Blvd.,,Milford,MA,01757,POINT (-71.840209 42.329642),POINT (-71.504390 42.161524),420 Fortune Blvd.,,Milford,MA,01757,Independent Testing Laboratory,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,16000,5/25/2018,7/10/2020,10/8/2020,7/15/2021,11/10/2022,11/20/2023,8/5/2021,12/19/2022
MB282225,Richards Flowers LLC,,,296 Irving Street,,Framingham,MA,01702,42.271591,-71.408326,Middlesex,42.459085,-71.275566,296 Irving Street,,Framingham,MA,01702,POINT (-71.275566 42.459085),POINT (-71.408326 42.2715910),5 Nadine Road,,Framingham,MA,01701,Marijuana Microbusiness,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,Both Cultivating and Manufacturing,Indoor,3000,2/4/2021,3/12/2021,6/22/2021,,9/15/2022,9/16/2023,,12/19/2022
MR284328,"Silver Therapeutics of Palmer, Inc.",,,1235 Thorndike Street,,Palmer,MA,01069,42.177443,-72.318766,Hampden,42.12756,-72.571312,1235 Thorndike Street,,Palmer,MA,01069,POINT (-72.571312 42.12756),POINT (-72.318765 42.1774429),89 Court Street,,Saratoga,NY,12866,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,1300,7/15/2021,5/27/2022,7/14/2022,,8/3/2022,8/3/2023,,12/19/2022
MR281472,Elevation Inc.,,Brockton,156-162 Main Street,,Brockton,MA,02301,42.082394,-71.019721,Plymouth,41.978877,-70.818958,68 Hovendon Ave.,,Brockton,MA,02302,POINT (-70.818958 41.978877),POINT (-71.019721 42.0823940),68 Hovendon Ave.,,Brockton,MA,02302,Marijuana Retailer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,2000,5/23/2018,6/12/2020,3/11/2021,,,,,12/19/2022
MP281975,Green Highland LLC,,,26 Hadley Mill Road,,Holyoke,MA,01040,42.209551,-72.599465,Hampden,42.12756,-72.571312,26 Hadley Mill Road,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.599464 42.2095509),81 Sea St,,Quincy,MA,02169,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,44500,11/12/2020,5/3/2021,7/15/2021,,11/10/2022,11/15/2023,,12/19/2022
MR283775,Green Highland LLC,,,26 Hadley Mill Road,,Holyoke,MA,01040,42.209551,-72.599465,Hampden,42.12756,-72.571312,26 Hadley Mill Road,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.599464 42.2095509),81 Sea Ave,,Quincy,MA,02169,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,44500,9/11/2020,5/3/2021,7/15/2021,,11/10/2022,11/15/2023,,12/19/2022
MC283173,Green Highland LLC,,,26 Hadley Mill Road,,Holyoke,MA,01040,42.209551,-72.599465,Hampden,42.12756,-72.571312,26 Hadley Mill Road,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.599464 42.2095509),81 Sea St,,Quincy,MA,02169,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,44500,11/12/2020,5/3/2021,7/15/2021,,11/10/2022,11/15/2023,,12/19/2022
MC281255,"Alternative Therapies Group, Inc.",,,10 Industrial Way,,Amesbury,MA,01913,42.854641,-70.906583,Essex,42.635475,-70.970827,"24R Pleasant St, Unit 2",,Newburyport,MA,01950,POINT (-70.970827 42.635475),POINT (-70.906582 42.8546410),"24R Pleasant St, Unit 2",,Newburyport,MA,01950,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,,55801,4/17/2018,7/5/2018,7/26/2018,12/13/2018,10/13/2022,10/14/2023,5/20/2019,12/19/2022
MP282161,Green Origin Farm LLC,,,93 Glasheen Rd,,Petersham,MA,01366,42.499083,-72.133543,Worcester,42.329642,-71.840209,93 Glasheen Rd.,,Petersham,MA,01366,POINT (-71.840209 42.329642),POINT (-72.133543 42.4990829),93 Glasheen Rd,,Petersham,MA,01366,Marijuana Product Manufacturer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,2000,12/22/2021,6/10/2022,9/16/2022,,,,,12/19/2022
MC283660,Green Origin Farm LLC,,,93 Glasheen Rd,,Petersham,MA,01366,42.499083,-72.133543,Worcester,42.329642,-71.840209,93 Glasheen Rd,,Petersham,MA,01366,POINT (-71.840209 42.329642),POINT (-72.133543 42.4990829),93 Glasheen Rd,,Petersham,MA,01366,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Outdoor,"Tier 04: 20,001 to 30,000 sq. ft",,,50000,12/3/2021,6/10/2022,9/15/2022,,,,,12/19/2022
MR281346,"Alternative Therapies Group, Inc.",,,49 Macy St,,Amesbury,MA,01913,42.845761,-70.922817,Essex,42.635475,-70.970827,"24R Pleasant St, Unit 2",,Newburyport,MA,01950,POINT (-70.970827 42.635475),POINT (-70.922816 42.8457610),"24R Pleasant St, Unit 2",,Newburyport,MA,01950,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,4175,4/27/2018,7/5/2018,7/26/2018,12/19/2019,9/15/2022,9/27/2023,2/11/2020,12/19/2022
MR281344,"Alternative Therapies Group, Inc.",,,107 Elm St,,Salisbury,MA,01952,42.843722,-70.879138,Essex,42.635475,-70.970827,"24R Pleasant St, Unit 2",,Newburyport,MA,01950,POINT (-70.970827 42.635475),POINT (-70.879137 42.843722),"24R Pleasant St, Unit 2",,Newburyport,MA,01950,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,4971,4/27/2018,8/30/2018,9/20/2018,7/17/2019,9/15/2022,9/24/2023,8/29/2019,12/19/2022
MR281255,"Alternative Therapies Group, Inc.",,,50 Grove St,,Salem,MA,01970,42.52254,-70.911092,Essex,42.635475,-70.970827,50 Grove St,,Salem,MA,01970,POINT (-70.970827 42.635475),POINT (-70.911091 42.5225399),"24R Pleasant St, Unit 2",,Newburyport,MA,01950,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,4000,4/17/2018,7/30/2018,8/23/2018,11/20/2018,9/15/2022,10/28/2023,12/11/2018,12/19/2022
MP281300,"Alternative Therapies Group, Inc.",,,10 Industrial Way,,Amesbury,MA,01913,42.854641,-70.906583,Essex,42.635475,-70.970827,"24R Pleasant St, Unit 2",,Newburyport,MA,01950,POINT (-70.970827 42.635475),POINT (-70.906582 42.8546410),"24R Pleasant St, Unit 2",,Newburyport,MA,01950,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,55801,4/17/2018,7/5/2018,7/26/2018,12/13/2018,10/13/2022,10/14/2023,5/20/2019,12/19/2022
MR284224,KG Collective LLC,,,1589 Columbus Ave,,Boston,MA,02119,42.321585,-71.098716,Suffolk,42.334948,-71.073493,1536 Tremont Street,,Boston,MA,02120,POINT (-71.073493 42.334948),POINT (-71.098715 42.3215849),1536 Tremont St,,Boston,MA,02120,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,Economic Empowerment Priority,,,,,3611,4/28/2021,5/28/2021,8/12/2021,,9/15/2022,10/6/2023,,12/19/2022
MR284181,KG Collective LLC,,,701-703B Mt. Auburn Street,,Cambridge,MA,02138,42.374955,-71.149512,Middlesex,42.459085,-71.275566,1536 Tremont St,,Boston,MA,02120,POINT (-71.275566 42.459085),POINT (-71.149512 42.374955),1536 Tremont St,,Boston,MA,02120,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,Economic Empowerment Priority,,,,,3991,3/22/2021,4/30/2021,6/22/2021,11/10/2022,7/14/2022,8/9/2023,,12/19/2022
IL281349,"Kaycha MA, LLC",,,16 Tech Circle,Suite 201,Natick,MA,01760,42.316246,-71.33481,Middlesex,42.459085,-71.275566,16 Tech Circle,Suite 201,Natick,MA,01760,POINT (-71.275566 42.459085),POINT (-71.334810 42.316246),16 Tech Circle,Suite 201,Natick,MA,01760,Independent Testing Laboratory,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,4479,7/27/2020,11/20/2020,2/11/2021,9/17/2021,1/20/2022,2/22/2023,10/29/2021,12/19/2022
MC283556,"Lucky 7 Cannabis, Inc.",,,0 Timberswamp Road,,Westfield,MA,01085,42.180613,-72.740035,Hampden,42.12756,-72.571312,0 Timberswamp Road,,Westfield,MA,01085,POINT (-72.571312 42.12756),POINT (-72.740035 42.1806130),PO Box 13,,Westfield,MA,01085,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Indoor,"Tier 01: up to 5,000 square feet",,,7500,7/16/2021,5/6/2022,8/11/2022,,,,,12/19/2022
MP282026,Main Street Medicinals LLC,,,65 Mechanic Street,,Tisbury,MA,02568,41.446698,-70.612978,Dukes,41.414842,-70.612681,82 Wendell Avenue,,Pittsfield,MA,01201,POINT (-70.612681 41.414842),POINT (-70.612977 41.4466979),82 Wendell Avenue,,Pittsfield,MA,01201,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,8000,2/9/2021,4/9/2021,5/13/2021,,8/9/2021,8/9/2022,,12/19/2022
MC283352,Main Street Medicinals LLC,,,65 Mechanic Street,,Tisbury,MA,02568,41.446698,-70.612978,Dukes,41.414842,-70.612681,82 Wendell Avenue,,Pittsfield,MA,01201,POINT (-70.612681 41.414842),POINT (-70.612977 41.4466979),82 Wendell Avenue,,Pittsfield,MA,01201,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 01: up to 5,000 square feet",,,8000,2/9/2021,4/9/2021,5/13/2021,,5/13/2021,5/13/2022,,12/19/2022
MR283992,Main Street Medicinals LLC,,,65 Mechanic Street,,Tisbury,MA,02568,41.446698,-70.612978,Dukes,41.414842,-70.612681,82 Wendell Avenue,Suite 100,Pittsfield,MA,01201,POINT (-70.612681 41.414842),POINT (-70.612977 41.4466979),82 Wendell Avenue,Suite 100,Pittsfield,MA,01201,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,8000,12/24/2020,4/9/2021,5/13/2021,,8/9/2021,8/9/2022,,12/19/2022
MP281425,"Revolutionary Clinics II, Inc.",,,One Oak Hill Road,Unit B,Fitchburg,MA,01420,42.5788,-71.791914,Worcester,42.329642,-71.840209,9 Bartlet Street,Suite 335,Andover,MA,01810,POINT (-71.840209 42.329642),POINT (-71.791914 42.5788000),9 Bartlet Street,Suite 335,Andover,MA,01810,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,70000,7/2/2018,8/21/2018,11/20/2018,1/24/2019,12/8/2022,12/9/2023,2/12/2019,12/19/2022
MR282412,"Revolutionary Clinics II, Inc.",,,67 Broadway,,Somerville,MA,01245,42.387187,-71.081035,Berkshire,42.396128,-73.209889,"9 Bartlet Street, Suite 335",,Andover,MA,01810,POINT (-73.209889 42.396128),POINT (-71.081035 42.3871869),"9 Bartlet Street, Suite 335",,Andover,MA,01810,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,RMD Priority,,,,,6842,2/15/2019,1/8/2021,3/11/2021,,6/9/2022,6/10/2023,,12/19/2022
MC281507,"Revolutionary Clinics II, Inc.",,,One Oak Hill Road,Unit B,Fitchburg,MA,01420,42.5788,-71.791914,Worcester,42.329642,-71.840209,9 Bartlet Street,Suite 335,Andover,MA,01810,POINT (-71.840209 42.329642),POINT (-71.791914 42.5788000),9 Bartlet Street,Suite 335,Andover,MA,01810,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,Indoor,"Tier 08: 60,001 to 70,000 sq. ft",,,70000,5/31/2018,8/21/2018,11/20/2018,1/24/2019,12/8/2022,12/9/2023,2/12/2019,12/19/2022
MR284246,"Revolutionary Clinics II, Inc.",,,130 Pioneer Drive,,Leominster,MA,01453,42.530446,-71.71129,Worcester,42.329642,-71.840209,"9 Bartlet Street, Suite 335",,Andover,MA,01810,POINT (-71.840209 42.329642),POINT (-71.711290 42.5304459),"9 Bartlet Street, Suite 335",,Andover,MA,01810,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,RMD Priority,,,,,2500,5/16/2021,9/17/2021,1/20/2022,,9/19/2022,9/19/2023,,12/19/2022
MP282024,"Bada Bloom!, Inc.",,,44 Old Tyng Road,Building #3,Tyngsborough,MA,01879,42.664529,-71.412478,Middlesex,42.459085,-71.275566,44 Old Tyng Road,Building #3,Tyngsborough,MA,01879,POINT (-71.275566 42.459085),POINT (-71.412477 42.6645290),8 Marion Street,Unit 1,Natick,MA,01760,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,7200,2/4/2021,10/8/2021,11/18/2021,,12/17/2021,1/14/2023,,12/19/2022
MC283393,"Bada Bloom!, Inc.",,,44 Old Tyng Road,Building #3,Tyngsborough,MA,01879,42.664529,-71.412478,Middlesex,42.459085,-71.275566,44 Old Tyng Road,Building #3,Tyngsborough,MA,01879,POINT (-71.275566 42.459085),POINT (-71.412477 42.6645290),8 Marion Street,Unit 1,Natick,MA,01760,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 01: up to 5,000 square feet",,,7200,2/28/2021,10/8/2021,11/18/2021,,11/10/2022,12/15/2023,,12/19/2022
MR282696,"Standard Naturals, LLC",Eastern Cannabis Company,Malden,7 Linehurst Road,,Malden,MA,02148,42.443558,-71.025721,Middlesex,42.459085,-71.275566,7 Linehurst Rd,,Malden,MA,02148,POINT (-71.275566 42.459085),POINT (-71.025721 42.4435580),296 Main Street,,Everett,MA,02149,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,3000,5/9/2019,4/30/2021,6/22/2021,,7/14/2022,7/27/2023,,12/19/2022
MC282295,Matriline Farms LLC,,Douglas,153 Davis St.,,Douglas,MA,01516,42.057693,-71.686702,Worcester,42.329642,-71.840209,153 Davis St,,Douglas,MA,01516,POINT (-71.840209 42.329642),POINT (-71.686701 42.057693),22 Chilton Ave.,,Kingston,MA,02364,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Indoor,"Tier 01: up to 5,000 square feet",,,10000,7/23/2019,12/3/2021,1/20/2022,,,,,12/19/2022
MP282084,Matriline Farms LLC,,Douglas,153 Davis St.,,Douglas,MA,01516,42.057693,-71.686702,Worcester,42.329642,-71.840209,153 Davis St.,,Douglas,MA,01516,POINT (-71.840209 42.329642),POINT (-71.686701 42.057693),22 Chilton Ave.,,Kingston,MA,02364,Marijuana Product Manufacturer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,10000,5/27/2021,12/3/2021,1/20/2022,,,,,12/19/2022
MC281455,"East Coast Organics, LLC",,,88 Huntoon Memorial Highway,,Leicester,MA,01524,42.207528,-71.907159,Worcester,42.329642,-71.840209,238 Shrewsbury Street,,Worcester,MA,01604,POINT (-71.840209 42.329642),POINT (-71.907159 42.2075280),238 Shrewsbury Street,,Worcester,MA,01604,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,,90001,5/18/2018,9/6/2018,10/18/2018,,10/13/2022,11/20/2023,,12/19/2022
MP281356,"East Coast Organics, LLC",,,88 Huntoon Memorial Highway,,Leicester,MA,01524,42.207528,-71.907159,Worcester,42.329642,-71.840209,238 Shrewsbury Street,,Worcester,MA,01604,POINT (-71.840209 42.329642),POINT (-71.907159 42.2075280),238 Shrewsbury Street,,Worcester,MA,01604,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,90001,5/22/2018,9/6/2018,10/18/2018,,10/13/2022,11/20/2023,,12/19/2022
MR283559,"Webber Road Ops, LLC",Pioneer Cannabis Company,Brimfield,275 Sturbridge Road,,Brimfield,MA,01010,42.114206,-72.158585,Hampden,42.12756,-72.571312,275 Sturbridge Road,,Brimfield,MA,01010,POINT (-72.571312 42.12756),POINT (-72.158585 42.1142060),199 Anna Farm Road East,,North Stonington,CT,06359,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,1500,5/26/2020,8/20/2020,10/8/2020,4/7/2022,10/13/2022,11/20/2023,4/22/2022,12/19/2022
MR283073,"Eskar Northbridge, LLC",,,"Plat 28, Parcel 73 a/k/a Building 4, Commerce Drive",,Northbridge,MA,01534,42.15148,-71.64951,Worcester,42.329642,-71.840209,15 Forbes Street,Apartment #2,Boston,MA,02130,POINT (-71.840209 42.329642),POINT (-71.649510 42.1514799),15 Forbes Street,Apartment #2,Boston,MA,02130,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,5000,10/22/2019,4/15/2020,7/9/2020,8/12/2021,7/14/2022,7/17/2023,9/17/2021,12/19/2022
MP281479,Clean Technique LLC,,,32 Char Drive,,Westfield,MA,01085,42.171264,-72.707297,Hampden,42.12756,-72.571312,32 Char Drive,,Westfield,MA,01085,POINT (-72.571312 42.12756),POINT (-72.707296 42.1712640),810 Fordham St,,Rockville,MD,20850,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,9150,9/6/2018,3/27/2020,6/4/2020,,5/12/2022,6/19/2023,,12/19/2022
MP281327,"Green Line Boston, Inc.",Green Line Boston,Boston,100 Hampden Street,,Boston,MA,02119,42.32939,-71.074803,Suffolk,42.334948,-71.073493,351 Langley Road,,Newton,MA,02459,POINT (-71.073493 42.334948),POINT (-71.074803 42.3293899),351 Langley Road,,Newton,MA,02459,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,30000,5/1/2018,12/19/2019,3/5/2020,,3/10/2022,3/13/2023,,12/19/2022
MC281336,"Green Line Boston, Inc.",Green Line Boston,Boston,100 Hampden Street,,Boston,MA,02119,42.32939,-71.074803,Suffolk,42.334948,-71.073493,351 Langley Road,,Newton,MA,02459,POINT (-71.073493 42.334948),POINT (-71.074803 42.3293899),351 Langley Road,,Newton,MA,02459,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,30000,5/1/2018,12/19/2019,3/5/2020,,3/10/2022,3/13/2023,,12/19/2022
MC282720,"CCC MASHPEE HOLDINGS, LLC",Cape Cod Cannabis,Mashpee,79 Echo Rd,,Mashpee,MA,02649,41.65694,-70.501586,Barnstable,41.698999,-70.301811,1446 STATE HIGHWAY ROUTE 6,,WELLFLEET,MA,02663,POINT (-70.301811 41.698999),POINT (-70.501586 41.6569399),1300 Brickell Bay Dr,1109,Miami,FL,33131,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,9800,3/31/2020,9/2/2020,11/19/2020,,,,,12/19/2022
MP281883,"CCC MASHPEE HOLDINGS, LLC",Cape Cod Cannabis,Mashpee,79 Echo Rd,,Mashpee,MA,02649,41.65694,-70.501586,Barnstable,41.698999,-70.301811,1446 STATE HIGHWAY ROUTE 6,,WELLFLEET,MA,02663,POINT (-70.301811 41.698999),POINT (-70.501586 41.6569399),1300 Brickell Bay Dr,1109,Miami,FL,33131,Marijuana Product Manufacturer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,9800,5/4/2020,9/2/2020,11/19/2020,,,,,12/19/2022
MR281269,"New Dia, LLC",Cookies,Worcester,118 Cambridge Street,,Worcester,MA,01603,42.243227,-71.82637,Worcester,42.329642,-71.840209,118 Cambridge St,,Worcester,MA,01603,POINT (-71.840209 42.329642),POINT (-71.826369 42.2432269),8 Zoar St,,Worcester,MA,01604,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,Economic Empowerment Priority,,,,,3500,4/18/2018,11/1/2019,1/16/2020,1/14/2021,1/20/2022,2/5/2023,2/17/2021,12/19/2022
MC281288,"Mission MA, Inc.",,Boston,640 Lincoln Street,Suite 200,Worcester,MA,01605,42.299151,-71.764896,Worcester,42.329642,-71.840209,640 Lincoln St.,,Worcester,MA,01605,POINT (-71.840209 42.329642),POINT (-71.764895 42.2991510),5060 N. 40th Street,Suite 120,Phoenix,AZ,85018,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,Indoor,"Tier 01: up to 5,000 square feet",,,18000,4/23/2018,2/14/2019,5/16/2019,8/6/2020,8/11/2022,8/21/2023,8/31/2020,12/19/2022
MR281259,"Mission MA, Inc.",,Worcester,640 Lincoln Street,Suite 200,Worcester,MA,01605,42.299151,-71.764896,Worcester,42.329642,-71.840209,640 Lincoln St.,,Worcester,MA,01605,POINT (-71.840209 42.329642),POINT (-71.764895 42.2991510),5060 N. 40th Street,Suite 120,Phoenix,AZ,85018,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,18000,4/17/2018,2/14/2019,5/16/2019,8/6/2020,8/11/2022,8/21/2023,8/31/2020,12/19/2022
MP281312,"Mission MA, Inc.",,Boston,640 Lincoln Street,Suite 200,Worcester,MA,01605,42.299151,-71.764896,Worcester,42.329642,-71.840209,640 Lincoln St.,,Worcester,MA,01605,POINT (-71.840209 42.329642),POINT (-71.764895 42.2991510),5060 N. 40th Street,Suite 120,Phoenix,AZ,85018,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,18000,4/23/2018,2/14/2019,5/16/2019,8/6/2020,8/11/2022,8/24/2023,8/31/2020,12/19/2022
MR282028,"Mission MA, Inc.",,,1024B Commonwealth Avenue,,Brookline,MA,02215,42.351487,-71.121834,Suffolk,42.334948,-71.073493,640 Lincoln St.,,Worcester,MA,01605,POINT (-71.073493 42.334948),POINT (-71.121834 42.3514869),"5060 N. 40th Street, Suite 120",,Phoenix,AZ,85018,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,3000,11/6/2018,2/14/2019,5/16/2019,7/15/2021,8/11/2022,8/24/2023,8/11/2021,12/19/2022
MP281307,"In Good Health, Inc.",,,1200 West Chestnut Street,,Brockton,MA,02301,42.052729,-71.065164,Plymouth,41.978877,-70.818958,1200 West Chestnut Street,,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-71.065163 42.0527289),1200 West Chestnut Street,,Brockton,MA,02301,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,55000,4/19/2018,12/21/2018,2/21/2019,9/13/2019,2/10/2022,2/22/2023,11/1/2019,12/19/2022
MC281273,"In Good Health, Inc.",,,1200 West Chestnut St,,Brockton,MA,02301,42.052729,-71.065164,Plymouth,41.978877,-70.818958,1200 West Chestnut Street,,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-71.065163 42.0527289),1200 West Chestnut Street,,Brockton,MA,02301,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,55000,4/19/2018,12/21/2018,2/21/2019,9/13/2019,2/10/2022,2/22/2023,11/1/2019,12/19/2022
